hole_id,fail_in_1,fail_in_3,fail_in_5,mfcc_1_mean,mfcc_1_std,mfcc_1_min,mfcc_1_max,mfcc_2_mean,mfcc_2_std,mfcc_2_min,mfcc_2_max,mfcc_3_mean,mfcc_3_std,mfcc_3_min,mfcc_3_max,mfcc_4_mean,mfcc_4_std,mfcc_4_min,mfcc_4_max,mfcc_5_mean,mfcc_5_std,mfcc_5_min,mfcc_5_max,mfcc_6_mean,mfcc_6_std,mfcc_6_min,mfcc_6_max,mfcc_7_mean,mfcc_7_std,mfcc_7_min,mfcc_7_max,mfcc_8_mean,mfcc_8_std,mfcc_8_min,mfcc_8_max,mfcc_9_mean,mfcc_9_std,mfcc_9_min,mfcc_9_max,mfcc_10_mean,mfcc_10_std,mfcc_10_min,mfcc_10_max,mfcc_11_mean,mfcc_11_std,mfcc_11_min,mfcc_11_max,mfcc_12_mean,mfcc_12_std,mfcc_12_min,mfcc_12_max,mfcc_13_mean,mfcc_13_std,mfcc_13_min,mfcc_13_max,mfcc_14_mean,mfcc_14_std,mfcc_14_min,mfcc_14_max,mfcc_15_mean,mfcc_15_std,mfcc_15_min,mfcc_15_max,mfcc_16_mean,mfcc_16_std,mfcc_16_min,mfcc_16_max,mfcc_17_mean,mfcc_17_std,mfcc_17_min,mfcc_17_max,mfcc_18_mean,mfcc_18_std,mfcc_18_min,mfcc_18_max,mfcc_19_mean,mfcc_19_std,mfcc_19_min,mfcc_19_max,mfcc_20_mean,mfcc_20_std,mfcc_20_min,mfcc_20_max
10,0.0,0.0,0.0,-459.50693,97.274445,-638.3168,-289.78058,75.68918,53.62143,-42.844093,167.55692,-40.295357,23.700445,-97.308365,12.866767,2.0583541,10.377955,-40.96048,31.328926,-29.779812,9.269201,-62.487686,-1.2415177,32.21613,8.594552,0.35417306,68.00668,-10.256567,15.428562,-52.44785,32.382366,6.9956827,19.827871,-41.57865,56.948227,-6.9982533,12.057019,-43.41609,24.48323,-3.308196,6.6380177,-26.946518,23.925577,-12.864575,9.881512,-45.922302,14.9009285,6.1669774,7.5560036,-24.67217,35.563717,-25.601658,13.823574,-67.03441,5.799283,-16.398125,9.835564,-43.887547,19.42476,-4.1707926,7.165782,-50.11669,21.544064,-7.514576,7.3910537,-30.844963,19.962025,-1.0388291,12.964775,-37.311584,30.172447,5.3501325,11.009023,-25.420877,40.08338,-21.94588,8.402178,-50.328346,6.6041937,5.7418327,6.6182656,-15.9765625,36.374126
11,0.0,0.0,1.0,-463.85693,101.12404,-649.30115,-282.56863,77.20497,51.316948,-35.38791,156.40663,-38.616325,23.73032,-98.50396,18.45781,1.6414552,9.911204,-42.42797,32.758812,-29.963818,9.176142,-61.178856,2.0122778,31.375395,9.067058,-1.7780596,73.098236,-9.292873,15.826184,-50.257565,35.977592,4.302949,19.641148,-41.992874,47.590446,-6.76108,13.030732,-41.96274,31.562887,-2.1982179,6.5577016,-25.150364,26.768108,-14.214695,11.099367,-47.04241,16.942434,6.3474054,7.33113,-23.573647,41.864372,-23.554483,13.503943,-64.8875,10.734598,-16.235792,9.455622,-48.01996,15.742695,-3.7984881,7.72937,-52.973415,27.17795,-7.7003217,6.822284,-32.948837,17.396812,-0.6060411,12.510133,-41.410477,31.890165,4.6585517,11.206993,-28.442455,39.150635,-21.501225,8.362672,-50.750244,5.380336,6.7405257,6.674248,-18.016964,36.762356
12,0.0,0.0,1.0,-460.9806,101.12774,-650.1285,-286.2102,75.792694,49.736366,-31.560595,157.37758,-35.669914,23.49256,-94.15112,18.238235,1.2213078,9.905505,-38.159428,32.65336,-29.940228,9.765152,-64.044846,3.255324,31.38748,9.10291,3.2870224,69.58395,-9.630439,15.82504,-50.22718,37.216408,4.7775364,19.63783,-43.00213,46.60758,-8.615985,12.73686,-44.077087,27.74855,-0.30912036,6.386606,-25.50736,24.033829,-12.685733,9.889316,-44.20581,16.403593,4.6541452,8.108709,-23.78704,30.888271,-21.94218,13.463301,-62.83188,10.968285,-16.37392,9.632358,-45.770668,16.252121,-4.3130207,7.797669,-43.86669,21.253893,-8.285526,6.5918984,-37.729294,20.560822,0.11191073,12.6885395,-36.111656,38.06031,5.195211,11.158867,-30.093472,35.839184,-21.16753,8.396937,-50.51846,6.9423056,8.579476,6.566588,-15.305281,34.614304
13,0.0,1.0,1.0,-458.6502,103.60577,-649.8644,-275.68677,75.38707,49.909443,-38.088295,158.1493,-36.379448,23.415724,-88.963425,19.892174,1.9086078,9.900069,-40.29326,31.463951,-30.43597,9.837456,-62.013657,4.493476,30.895676,9.403752,-1.8416399,66.89056,-10.073065,16.160925,-48.548702,34.49674,3.8524704,20.083168,-46.522343,46.572113,-9.73744,13.156512,-45.75093,27.982784,0.772022,6.391202,-22.839153,29.41613,-12.883937,10.044815,-42.9917,23.204763,3.9914079,8.383107,-33.386494,38.148342,-22.28411,12.790107,-60.805527,10.107049,-15.031229,9.853969,-42.821457,19.020796,-5.3556166,8.16459,-40.886177,22.418644,-9.259527,6.841546,-31.371088,19.571476,0.36870667,12.951205,-36.65452,36.573143,4.2767,11.568806,-29.615887,39.083073,-21.153452,8.559312,-49.191963,10.166291,8.794353,6.836373,-17.35688,39.67662
14,0.0,1.0,1.0,-458.96313,103.21319,-647.5583,-288.79694,76.961555,51.436283,-46.2965,152.38657,-38.82958,23.473879,-99.08827,14.302076,2.224851,9.470093,-39.18348,30.348095,-30.662075,9.814279,-62.798374,0.33310175,30.943989,8.512382,-9.511997,64.33188,-9.104395,15.885134,-50.19954,30.8535,4.5946016,19.863655,-43.86824,48.53834,-11.207481,12.752938,-45.362274,23.51887,0.7418631,6.4770203,-23.502602,26.084095,-12.539232,10.420409,-42.64633,22.280827,3.603942,8.740789,-28.949877,30.248238,-23.41911,13.128718,-62.902832,6.474178,-13.363524,9.44508,-43.921177,20.466381,-6.292504,7.6667643,-33.287323,19.859062,-9.439263,6.6454706,-34.036346,25.551186,1.15708,13.322063,-36.07769,32.69519,3.499575,12.364352,-29.617764,41.973866,-20.90703,9.132681,-50.09177,10.809374,7.552861,6.4896593,-16.107935,32.609173
15,1.0,1.0,1.0,-465.06445,101.73457,-647.14014,-286.83096,84.34163,51.285057,-42.302116,164.61519,-46.251728,24.1615,-101.65813,9.159352,6.037624,7.8374434,-26.438353,31.15749,-32.214787,9.176751,-66.81171,8.234588,31.39577,7.9639297,1.1600044,67.26741,-7.2021646,14.489279,-46.705467,37.342392,3.7408805,18.75544,-40.960403,45.012314,-10.591883,13.084934,-44.705612,29.828747,0.9888822,6.270169,-22.476152,29.227182,-13.798827,10.417665,-44.039207,18.57338,4.176582,7.696776,-30.175213,35.21072,-25.151327,12.797003,-63.53178,5.7390547,-12.15115,8.615634,-43.31204,18.926926,-8.280153,8.09767,-39.580383,19.163818,-9.6251,6.755224,-33.69504,16.49735,2.000031,13.29504,-38.063534,33.6653,2.4872222,12.986204,-34.375908,41.697655,-20.507223,9.120912,-49.52173,9.81671,7.309317,6.1044345,-17.849653,33.400253
16,1.0,1.0,1.0,-594.1632,129.78822,-776.1614,-335.11154,104.26577,22.772629,-32.365307,155.62425,-38.381474,28.281076,-100.11559,31.612392,-2.4406908,15.89405,-44.80587,41.724693,-26.572416,7.83688,-56.16639,0.8407543,28.86366,8.282781,0.031869836,73.729126,7.2234097,11.937408,-44.58345,36.54744,-7.24909,16.296015,-43.4508,45.651,1.281412,15.431379,-46.095016,35.938164,1.2242448,6.803743,-29.874344,24.95185,-15.961551,8.505923,-41.287327,33.344093,0.19237019,7.4484925,-29.606085,30.111752,-20.35797,7.9716434,-53.949757,7.8712006,-14.587868,6.1142106,-52.17989,5.953254,-4.191813,10.123466,-33.85218,36.35916,-7.840052,7.385495,-32.09996,21.268948,6.9379234,7.6950293,-35.35477,32.36788,-4.6440372,8.199226,-33.012947,32.75077,-14.099064,7.816022,-41.75556,11.459251,4.8659062,5.7444673,-18.243582,33.813766
33,,,,-482.59866,109.31308,-659.95624,-281.4243,81.92939,43.96937,-42.188835,152.37585,-45.964706,24.329752,-103.88212,7.2196093,6.572317,8.265989,-30.28143,30.898384,-30.582361,10.16888,-65.99019,3.7188883,33.142986,7.110707,3.4206328,57.835777,-5.357362,13.625914,-50.27553,34.28872,5.46195,21.716557,-42.840527,51.148003,-9.02149,13.691513,-46.936054,30.826077,-3.3525095,6.9071836,-30.433895,22.493944,-14.545446,10.383219,-42.812534,17.872454,5.9674797,6.8907566,-21.66765,29.920702,-22.901745,12.857591,-63.71013,7.814951,-18.26473,8.961974,-49.493103,17.22948,-6.309479,7.2254434,-31.354347,21.804312,-7.339181,7.7723927,-35.569054,20.382755,2.436773,12.309076,-36.90349,37.833134,3.0221932,11.078811,-29.218878,41.276302,-20.842676,7.906558,-48.95401,6.477956,8.280418,6.1038303,-11.731699,38.455135
34,,,,-519.5802,131.89998,-772.6759,-284.897,85.86393,40.29335,-40.647884,153.19211,-39.990765,25.555508,-102.134346,15.752997,2.4155078,13.493327,-47.595695,39.0207,-28.304016,9.687517,-60.56938,5.1949396,28.913244,8.249297,-0.6359869,76.91086,0.65643734,14.436849,-48.349304,39.58538,4.4235673,20.194149,-42.780464,50.5658,-3.0511672,14.5976925,-48.67713,31.373234,-5.096698,8.684474,-33.640026,27.79094,-14.260372,9.039103,-44.760612,18.250689,6.463503,7.1921587,-18.889591,43.17112,-22.600838,11.580138,-61.363937,9.607718,-17.951765,9.049149,-50.69422,13.174471,-5.2078366,8.162398,-39.70253,23.301674,-6.1454062,7.3711557,-38.189842,23.758638,3.802161,11.194621,-38.88886,32.806267,-0.9270925,10.527807,-34.38404,34.98597,-17.313572,8.549179,-55.892525,12.860906,6.945089,6.06655,-14.225967,32.84205
33,,,,-486.31406,107.98164,-655.49567,-286.961,85.865395,42.661816,-35.18345,151.11618,-45.628326,24.588652,-103.18939,7.647291,7.079059,7.8040895,-29.189571,34.32658,-28.561348,11.287915,-61.83915,9.198511,24.62174,8.285742,-5.881257,59.185577,-4.027481,14.58582,-44.313087,31.136612,8.471519,23.827438,-38.760124,57.220886,-8.507329,14.81559,-48.794968,26.84148,-3.507336,7.629099,-32.354393,24.663029,-14.841479,10.347235,-43.88611,17.426737,3.4702806,7.158649,-25.696497,26.485027,-19.596106,11.770525,-58.581863,9.747428,-21.285479,9.523803,-50.86375,14.661368,-3.7079067,7.560228,-32.013058,22.042618,-6.1560097,6.7532496,-33.90204,23.801552,-0.09298148,11.670427,-40.78474,30.444845,2.8408415,10.689495,-30.047482,36.7604,-23.598999,7.8800335,-49.516106,2.994905,3.1885905,6.3826065,-18.407265,29.510815
34,,,,-523.89764,130.05794,-770.0814,-284.82678,90.63679,39.438335,-37.145416,153.09454,-40.064537,26.18332,-101.19658,19.740356,2.191047,15.553089,-52.563465,50.246727,-28.710342,9.537558,-63.035717,5.9825907,21.214836,9.3815775,-7.1414256,63.803482,-0.12855305,14.146055,-47.150192,35.08196,7.795212,21.166521,-43.238914,62.41184,-4.6882534,14.309595,-42.701263,30.812218,-4.1043773,8.935375,-31.602474,24.73121,-14.120923,9.795513,-47.27579,14.8432045,4.1585264,6.926117,-22.357521,38.229088,-18.406275,10.7329235,-60.651543,15.245083,-22.17205,9.737812,-50.260983,13.578318,-3.1868465,7.8037143,-37.69864,24.03066,-5.615902,7.017972,-34.946793,22.241856,1.2121545,10.789333,-42.658867,28.45517,-0.2794432,10.381733,-34.808956,41.64131,-19.312939,9.604091,-55.405346,10.562082,3.7251756,6.0786066,-18.83713,30.587294
33,,,,-482.6837,101.78562,-638.45154,-296.38196,86.12007,41.74128,-30.740742,157.64333,-56.403976,23.839104,-112.9514,0.8866191,19.367626,8.875149,-16.015358,50.0466,-41.3924,10.1869755,-72.76872,-7.1791987,25.188713,8.030326,-1.5501802,55.648315,3.1936958,15.369576,-41.476097,41.143234,5.5505295,21.922531,-43.15026,55.748272,-12.78319,16.37954,-54.697094,26.24062,0.761713,8.304853,-25.12152,28.201244,-13.675898,9.282145,-41.815475,16.484493,2.5520575,7.1520205,-29.8553,29.37378,-22.131737,13.315087,-65.23138,6.6407757,-20.667572,8.965689,-50.229393,14.727285,-0.7213603,7.049324,-22.415398,24.886562,-13.151462,7.1430507,-34.899723,12.206778,2.7476475,11.511761,-33.739307,35.294388,2.3681984,11.169708,-31.25024,35.972466,-20.899233,8.833911,-45.896214,15.245342,1.1219656,6.0985966,-23.641163,26.542076
34,,,,-519.653,124.81716,-768.1966,-290.68304,91.567406,37.78817,-28.73864,155.90137,-48.133904,26.136797,-105.347664,9.854858,12.335075,18.648375,-52.376076,61.972977,-39.023758,9.479674,-72.41072,-3.0748014,19.934752,9.607182,-9.542461,66.30059,7.5848107,14.776624,-38.328003,46.84943,3.4074512,20.521862,-46.289253,55.326504,-6.1015377,17.268555,-51.58648,35.672276,0.05243935,10.426497,-29.09071,32.81619,-13.667097,8.911294,-40.151382,14.228413,4.103666,6.7695103,-22.86637,38.767044,-21.62358,11.540137,-67.561226,6.355097,-21.69974,8.76576,-51.81437,11.037749,-0.9476173,7.4613404,-34.300926,24.681435,-10.962535,7.6123395,-40.61824,16.410147,4.289,10.193092,-34.259888,35.427425,0.31546754,10.477245,-33.26172,34.345142,-17.20163,9.093533,-44.949425,11.482836,0.22531597,6.134525,-23.688177,24.355097
37,,,,-625.83997,103.997696,-785.2702,-398.36206,107.05339,16.40714,63.011864,151.32791,-39.64181,25.214077,-109.11599,8.965161,-1.309317,16.33847,-45.543415,36.93273,-23.753216,8.629803,-57.045586,2.502186,19.197859,8.128482,-4.9073896,50.383827,6.8890023,8.688522,-20.526731,40.924927,-8.873619,16.513226,-41.795975,35.630516,6.7304554,12.255028,-31.856464,41.358727,4.1231337,9.614914,-27.48037,38.551353,-18.843771,9.109985,-44.881657,9.818482,4.776125,6.693858,-18.660442,26.829945,-14.757735,7.368375,-39.24366,10.181172,-20.839878,7.436809,-51.390076,3.204908,-2.2016523,9.14423,-35.17301,22.906357,-7.265042,5.9650335,-29.004036,13.929874,3.3685935,6.0005355,-21.447536,27.695847,-0.90461016,7.1547074,-29.178246,23.43435,-19.574978,9.905731,-47.0485,7.7877684,3.4571116,5.544629,-17.306578,24.789545
37,,,,-614.82526,100.842354,-773.00824,-393.0779,105.16184,16.00622,61.477615,152.3519,-45.62767,26.464825,-120.368835,1.668469,6.8061957,17.632126,-43.259335,45.653854,-35.50734,7.906319,-66.478836,-9.230568,17.488579,8.458517,-9.996076,50.373566,14.879899,8.487546,-10.686692,52.38572,-11.999457,14.121399,-40.7421,32.89994,6.485649,14.361149,-34.27447,39.59827,9.24424,11.373692,-28.609764,40.863686,-16.507904,8.44039,-41.53806,13.687802,2.2289088,6.1674337,-18.626032,24.93071,-15.490043,7.6568875,-40.091984,9.964721,-20.838171,6.9520054,-44.821537,1.6271545,0.9219873,8.266856,-28.164326,28.758686,-14.302589,8.009015,-39.83329,12.6607895,5.7214794,6.880431,-15.006594,35.716164,0.85870475,7.7176347,-35.30024,26.08114,-18.880589,9.811214,-48.268993,7.4361677,0.60428286,5.7857594,-26.679646,20.566761
37,,,,-624.451,104.8957,-789.0581,-393.15582,103.5601,15.113502,58.741608,144.39194,-39.96971,24.389477,-107.355225,3.9676003,0.29913986,13.124232,-42.298756,30.381857,-23.950977,8.674648,-56.027794,4.179537,29.528753,8.050496,2.0194025,61.157455,6.2070994,8.715796,-20.931362,38.917442,-9.37308,15.245888,-40.120117,35.0356,7.4438567,12.498682,-33.538353,41.39698,3.5849476,8.897897,-28.819199,35.613785,-19.27234,8.110367,-45.70461,7.9987864,5.693831,6.7829843,-20.944298,31.577831,-17.381992,7.746888,-43.80774,12.755367,-15.598262,7.5880647,-45.172844,9.462685,-3.7993422,9.658359,-33.62609,26.017311,-8.825668,7.089592,-33.272003,16.34935,4.7927523,6.550746,-17.490377,32.39093,-3.5483398,6.8905754,-31.171654,19.747437,-17.21757,8.784402,-45.84087,9.268793,5.514017,5.5083113,-14.083389,28.67243
1,0.0,0.0,0.0,-518.4041,74.32619,-647.4883,-416.55045,129.19292,21.058044,56.83545,178.1154,-67.17624,27.804909,-125.64816,-11.412893,8.454399,8.537872,-20.925684,35.89829,-23.699833,7.7514286,-52.040825,4.297459,27.881914,7.570354,-1.4009858,53.365417,2.9023926,7.397097,-24.809406,28.024635,-2.5030563,15.273789,-42.819885,35.259304,4.5320363,7.0428934,-18.352436,33.353344,-0.4485497,7.112198,-23.775906,28.591236,-15.9430275,7.5953646,-42.09637,8.645956,4.716032,6.522937,-16.658281,31.486052,-13.175027,6.6633787,-39.282295,13.483343,-16.767548,6.356508,-44.990658,8.480839,-7.018867,9.524609,-36.04422,23.056488,-14.086274,5.5933747,-34.5629,10.522415,5.0753,6.033158,-17.429424,29.603045,-1.7472763,7.9820995,-29.752392,22.543713,-17.321522,5.690077,-36.529778,7.6595144,5.7437763,6.195533,-17.297068,32.168533
2,0.0,0.0,0.0,-484.6327,64.76354,-652.5574,-368.30927,123.7084,22.869686,33.330933,186.33926,-67.583595,24.897,-115.37154,-2.0483887,-1.3271041,8.037887,-36.984512,26.878325,-23.29563,7.611373,-55.35874,6.686904,26.10157,8.911195,-2.2576082,60.21615,5.642942,9.135869,-41.67006,38.027927,-2.5567498,14.89636,-46.17887,49.139618,2.234821,8.19534,-32.0568,34.13718,-4.701601,8.030673,-33.19559,23.076908,-12.330855,7.8437886,-39.732307,14.2711315,2.517488,7.5933976,-24.35441,30.63892,-15.610727,6.972487,-40.30037,12.493782,-18.405247,6.1511254,-47.720837,4.8389473,-8.307115,8.690113,-30.383713,20.866581,-13.7784605,5.5456743,-35.61761,11.508258,5.4288754,5.82053,-18.124186,36.93425,-3.0727289,6.55614,-26.608646,23.111187,-18.105267,5.708418,-39.74854,6.964153,3.5441887,6.249374,-22.24219,30.957436
3,0.0,0.0,0.0,-497.01736,61.73215,-675.80597,-340.26657,128.19124,21.811508,6.678999,188.82211,-68.3222,22.400473,-117.521065,-5.7186527,1.6027366,9.673717,-40.278744,29.769756,-28.83295,8.314451,-62.072544,5.6196237,31.240286,9.496781,0.38027918,73.410645,4.223299,8.941554,-43.381256,35.522667,-0.76971006,14.328512,-47.26452,54.300346,2.168865,8.07068,-35.301987,31.636667,-0.48576692,6.0835,-25.621193,24.968063,-13.610296,7.782683,-41.50971,11.862923,4.2213593,7.006911,-28.578848,29.407646,-16.050543,6.4573035,-40.94191,9.067957,-17.334778,6.6031446,-44.490837,7.16651,-7.2472806,7.5553675,-32.19805,21.84443,-13.867106,5.7036977,-35.305073,8.196384,3.7453568,6.143547,-26.18114,25.285137,-3.0425699,6.677402,-29.914595,26.262789,-17.225973,5.9183807,-42.11906,4.9575977,3.543584,6.5130057,-19.636105,30.430454
4,0.0,0.0,0.0,-509.24945,65.73985,-646.8299,-352.50317,123.97862,22.893757,11.703476,177.64467,-65.124954,22.376572,-116.35639,-2.5269277,2.6587138,9.287646,-40.943672,30.273354,-29.14467,8.003196,-58.409504,9.510889,30.726501,9.796407,0.009510517,61.535397,4.1160192,9.315948,-39.062115,32.984818,-2.637331,16.101908,-44.6216,41.711433,2.5184758,8.264844,-40.9616,34.558907,-1.2238289,5.9994736,-23.356009,25.551184,-12.311344,8.21083,-39.597076,20.493973,4.043726,7.3531666,-25.31662,30.247581,-14.812878,6.7697797,-40.301456,11.71637,-19.813875,6.5179625,-48.813335,5.107975,-6.2799964,7.689806,-30.056683,25.500523,-13.379609,5.6690326,-34.525345,10.759848,4.896137,6.1546183,-23.627293,29.976473,-4.493401,7.0556993,-31.215158,25.592482,-17.487835,6.0500135,-43.39774,5.935723,4.282444,6.628269,-18.303247,31.76903
5,0.0,0.0,0.0,-497.6567,61.955875,-648.33014,-336.18707,122.809006,25.150827,2.1589274,171.63092,-64.25579,21.483114,-110.87401,1.161339,2.425917,9.892283,-36.90564,38.236443,-28.494987,7.8984213,-58.20838,9.955448,30.782732,9.032502,-7.140678,67.26703,5.6865106,10.32929,-44.51954,36.967728,1.159979,16.305174,-46.333885,45.563896,0.86411375,9.0144,-47.176277,27.498615,-0.8630022,6.0008106,-22.831024,26.833351,-12.045194,7.9385896,-40.085567,16.903534,4.870377,7.461885,-27.775963,29.274635,-17.009169,6.8854046,-45.12983,7.9475346,-20.01503,6.628349,-47.336243,7.658626,-6.6310754,7.454664,-30.615906,22.114214,-12.079305,5.779393,-32.56443,12.850243,4.384117,6.898595,-30.616674,26.249352,-4.4074078,7.691291,-28.503029,29.447292,-18.710873,6.3125324,-46.78248,7.847131,4.5393443,6.451846,-17.269682,36.967884
6,0.0,0.0,0.0,-506.867,67.06094,-648.51764,-345.3088,118.6923,26.223207,-2.846607,174.87595,-64.21154,21.87678,-116.1915,-3.3686862,4.8926024,9.698755,-34.440044,37.396137,-30.440746,8.292512,-60.454506,2.9278517,29.730577,9.302186,-10.882016,72.45633,4.563056,10.81769,-46.955574,36.07309,2.2854106,17.754215,-41.98084,49.84263,-1.2249488,9.183729,-41.911545,32.77014,-0.2854782,6.150556,-24.881954,24.12077,-12.502065,9.134865,-46.300903,21.111235,5.936159,7.4900875,-27.25532,31.152517,-17.279844,7.2910495,-48.043133,8.770155,-20.603495,7.077269,-47.653397,1.8823106,-7.3182244,7.6857557,-30.037962,20.31457,-10.737417,5.7071056,-34.11005,17.528381,4.255379,7.1941185,-28.427975,30.768597,-4.8931723,8.342781,-33.395218,31.909973,-19.294273,6.355801,-49.274277,3.8223958,4.7873425,6.5231323,-18.607738,35.003086
7,0.0,0.0,0.0,-500.7015,69.016815,-647.2338,-322.74918,115.33472,28.864311,-6.154487,183.4343,-60.456814,21.51619,-121.67729,8.532545,4.8308387,9.846382,-38.79281,38.05867,-28.004452,7.693841,-54.196747,10.074835,28.459164,8.606317,-3.5921628,59.80864,4.041266,12.582984,-52.49884,36.68123,2.7500856,18.422798,-44.65928,51.710487,-0.7740763,10.239283,-42.50056,37.095802,-2.314849,6.0934634,-27.18188,20.818813,-12.45712,8.237503,-39.66164,20.664288,7.03277,6.857269,-26.654778,28.248192,-17.844927,8.015682,-51.46582,8.580281,-22.346052,6.7375236,-49.739464,0.99144244,-7.475956,7.667352,-30.933329,18.420483,-8.975474,6.168891,-35.041378,16.085556,2.9749463,7.8393188,-33.373703,27.555614,-4.32565,8.245988,-27.681412,31.41002,-19.648464,6.43009,-47.63819,4.1468315,4.3632274,6.7431006,-19.648098,32.419624
8,0.0,0.0,0.0,-499.57135,74.11054,-640.9696,-314.0111,111.06965,31.801344,-8.897432,179.27469,-60.06401,22.377712,-113.40042,2.5968027,4.663049,10.411543,-38.37613,41.930626,-27.338787,7.764641,-56.7129,3.475728,29.2062,8.782972,-1.1726205,58.49293,1.0845287,12.388049,-51.259995,35.102654,4.497547,19.794142,-47.581673,58.00682,-1.5630934,9.978687,-39.594112,37.808327,-3.2677128,6.2922654,-28.033537,25.237068,-12.797692,8.387738,-40.60379,16.606352,7.5544868,7.0550222,-25.244398,30.449535,-19.019045,8.407387,-52.642967,7.5149565,-22.472345,7.298713,-55.445347,4.531234,-6.436486,7.1278505,-34.092926,24.73786,-9.278297,6.577503,-37.413918,17.403973,2.2275515,8.293229,-36.88276,27.348106,-3.453282,8.742634,-35.965324,41.556885,-19.941055,6.6786156,-46.523636,5.261731,4.111981,6.843948,-16.609577,32.87608
9,0.0,0.0,0.0,-490.4974,76.094734,-642.9864,-308.19382,104.09126,38.506718,-25.205803,173.03937,-57.04794,22.664509,-112.759735,5.9695697,4.171124,10.075181,-33.367718,34.973656,-26.938248,8.210282,-58.175488,7.1908846,30.902086,8.9364195,-1.1364548,60.198822,-0.72733086,13.665872,-50.28073,32.678185,6.7334814,19.498375,-41.889763,56.219574,-1.3566858,10.326848,-41.009834,36.051468,-3.129552,6.4283414,-26.166946,23.421783,-11.8851595,8.467616,-38.765278,16.440285,7.549811,7.2294526,-22.989166,40.71549,-20.273022,10.107648,-59.324074,9.906829,-24.11094,7.699562,-53.70076,5.749017,-5.1224523,6.9905143,-28.356907,19.2896,-8.908157,6.8622694,-37.121994,20.0436,0.7907017,9.152917,-33.838364,24.249878,-2.0952501,9.754831,-29.479296,34.151,-20.20895,7.220669,-48.98673,7.6658373,2.481095,6.9869018,-21.923172,29.495302
10,0.0,0.0,0.0,-489.60162,86.75009,-654.823,-306.20648,96.674324,40.968025,-32.622208,168.61594,-51.89237,22.284208,-113.00658,7.28086,3.1506956,10.734044,-38.84583,40.94226,-27.186132,8.4366455,-56.26465,4.866767,29.782364,9.052374,-0.47849333,61.103813,-2.6270647,15.025285,-52.134083,35.62358,6.989803,21.565157,-46.072464,59.116276,-2.044656,11.162779,-43.0152,35.584846,-2.7024112,6.382554,-28.315304,20.756645,-12.253013,9.457513,-42.478085,20.940657,7.4938445,7.555198,-23.520536,34.44174,-20.87558,11.610788,-60.570595,12.138075,-22.090403,8.530546,-51.489056,9.882196,-4.1875143,7.51535,-27.174831,20.334675,-9.2694025,7.1046715,-35.805305,19.414354,-0.038755592,9.478944,-36.354248,24.181944,-0.3707578,10.099697,-26.692139,39.62496,-21.447311,7.6752534,-53.935173,2.441801,4.206635,7.2931848,-20.907469,34.05022
11,0.0,0.0,0.0,-476.23462,93.32968,-637.86285,-288.6086,89.19796,46.222702,-39.141705,182.51309,-47.62887,23.77894,-106.728424,13.500067,3.4636807,10.23409,-37.64156,34.5876,-27.464941,9.109025,-60.80852,3.0988374,28.498762,9.290057,-19.210423,63.11979,-3.6336293,16.210238,-54.001564,35.79351,8.700429,21.391996,-43.388603,55.5363,-2.4800863,11.923442,-46.32616,30.175129,-2.5173476,6.4685454,-26.006966,24.82116,-11.770556,9.427666,-43.304604,16.30713,7.5033016,7.7382946,-23.811953,32.188843,-23.095812,12.223748,-68.26635,13.059862,-20.546715,9.023358,-51.22834,17.297014,-4.9716473,7.1326003,-30.38158,21.878159,-8.35055,7.1699147,-33.480484,18.055555,0.23903252,10.067256,-33.76767,27.885586,2.0310957,10.6078005,-24.809425,36.519955,-23.384684,7.5807843,-50.79522,1.334363,2.9954343,7.26666,-23.873085,29.317305
12,0.0,0.0,0.0,-464.92734,94.61804,-643.3331,-281.04544,85.13003,46.81874,-37.919624,164.20416,-43.51129,24.227013,-99.96945,16.681496,2.5354946,11.261163,-39.539352,36.525124,-29.096186,9.181569,-65.78119,0.77954334,29.668592,9.151081,-2.1976352,61.34633,-5.0116944,17.974262,-52.66813,37.789772,9.994554,20.474268,-46.655087,54.620483,-4.791625,13.000276,-40.748646,29.217268,-0.50392056,6.2445545,-25.865295,23.824718,-11.3584385,8.9853,-39.586243,16.893,5.507797,8.387926,-28.547302,34.10542,-22.255203,11.943236,-63.112034,11.583303,-19.49811,9.249954,-49.95852,12.876455,-5.036001,7.3476343,-28.969402,21.457855,-9.396536,6.887679,-33.11289,18.4622,0.36540428,9.989952,-30.587921,30.880693,2.4776006,10.854601,-28.992844,36.787823,-24.671448,7.918509,-58.483162,2.468873,3.0553346,7.5886283,-26.368599,34.617973
13,0.0,0.0,0.0,-470.95618,98.199615,-638.66644,-287.7699,82.49108,47.027287,-27.711157,179.74625,-41.597847,23.238497,-109.341736,11.783937,2.83097,10.393064,-34.968918,40.8539,-29.9921,9.365194,-63.512367,4.9099407,30.896164,9.937248,-5.8843007,67.088974,-3.5314243,16.478523,-50.3199,38.257664,7.1658278,21.265085,-46.02099,53.090393,-4.463923,13.300972,-45.47543,40.135742,0.7268984,6.4189696,-23.89674,31.134096,-11.819071,8.902013,-43.592606,20.520998,3.950135,8.496756,-29.254602,31.526665,-20.533045,12.692186,-66.5602,11.296451,-18.85747,9.037906,-45.36174,14.530153,-5.0508814,7.646561,-37.758316,21.695234,-10.024797,6.790499,-31.888664,15.914656,0.852457,10.023034,-32.72635,31.816452,2.2528872,10.856776,-27.355614,35.10961,-25.173965,7.808877,-52.37733,0.7754226,2.1700833,7.2231774,-22.942093,27.936577
